1	300	301	 140.800	 140.800	 140.834
2	138	136	  49.970	  49.970	  50.047
3	139	136	  51.190	  51.190	  51.271
4	9	10	  87.640	  87.640	  87.640
5	162	301	1449.160	1449.160	1450.739
6	303	300	 286.920	 286.920	 286.920
7	161	282	1029.660	1029.660	1030.591
8	303	301	 301.600	 301.600	 302.165
9	299	301	 112.950	 112.950	 113.029
10	91	20	1418.560	1418.560	1421.921
11	268	274	 124.600	 124.600	 124.852
12	319	282	 936.470	 936.470	 884.147
13	250	294	 226.740	 226.740	 226.788
14	5	4	 239.200	 239.200	 239.572
15	137	274	  81.300	  81.300	  43.436
16	161	279	 794.260	 794.260	 795.593
17	319	277	 766.460	 766.460	 714.608
18	266	277	 183.980	 183.980	 163.412
19	267	277	 193.890	 193.890	 171.774
20	192	301	2289.423	2289.423	2128.449
21	137	163	 198.090	 198.090	 198.292
22	137	164	 170.470	 170.470	 170.504
23	248	294	 227.840	 227.840	 228.513
24	91	195	 863.400	 863.400	 864.860
25	249	294	 238.010	 238.010	 238.081
26	253	91	 722.010	 722.010	 606.430
27	136	274	 164.100	 164.100	  87.325
28	319	168	 627.190	 627.190	 497.896
29	6	4	 117.360	 117.360	 117.416
30	319	169	 568.190	 568.190	 438.260
31	215	303	 926.190	 926.190	 926.851
32	215	161	 193.100	 193.100	 193.190
33	215	301	1227.790	1227.790	1229.016
34	190	301	2281.883	2281.884	2093.012
35	91	301	1641.560	1641.560	1643.927
36	220	226	  89.030	  89.030	  89.458
37	319	279	 454.010	 454.010	 401.357
38	215	300	1213.110	1213.110	1213.771
39	215	91	 495.920	 495.920	 496.326
40	85	234	 385.800	 385.800	 386.110
41	309	215	 437.160	 437.160	 437.479
42	134	257	 432.380	 432.380	 432.799
43	305	240	 259.250	 259.250	 259.760
44	183	155	1560.740	1560.740	1235.557
45	113	282	 834.060	 834.060	 834.916
46	274	276	 217.040	 217.040	 217.310
47	318	282	1143.920	1143.920	1144.325
48	319	309	 715.370	 715.370	 716.570
49	183	154	1555.670	1555.670	1230.487
50	303	299	 306.110	 306.110	 306.148
51	319	274	 753.750	 753.750	 701.400
52	168	276	 707.890	 707.890	 709.057
53	282	274	 224.940	 224.940	 225.283
54	91	282	 914.240	 914.240	 915.428
55	162	300	1434.480	1434.480	1435.495
56	191	301	2282.783	2282.783	2124.886
57	260	91	 417.580	 417.580	 418.029
58	270	276	 282.520	 282.520	 283.202
59	231	270	 171.310	 171.310	 171.883
60	319	17	 748.690	 748.690	 618.841
61	220	257	 528.100	 528.100	 528.191
62	264	2	  98.170	  98.170	  98.622
63	260	300	1382.920	1382.920	1383.420
64	126	268	 590.530	 590.530	 544.435
65	177	272	 746.870	 746.870	 747.667
66	161	278	 905.560	 905.560	 906.769
67	311	215	 395.450	 395.450	 395.638
68	274	282	 225.100	 225.100	 225.442
69	315	282	1121.300	1121.300	1000.999
70	251	294	 336.540	 336.540	 337.168
71	189	301	2280.983	2280.983	2092.761
72	181	177	  44.510	  44.510	  44.600
73	220	294	 494.160	 494.160	 318.207
74	195	11	 428.270	 428.270	 428.945
75	231	229	  63.700	  63.700	  64.022
76	298	294	 219.100	 219.100	 219.171
77	318	277	 973.910	 973.910	 974.786
78	193	301	2257.073	2257.073	1954.093
79	91	276	 876.210	 876.210	 877.703
80	319	311	 685.020	 685.020	 685.678
81	276	155	1016.550	1016.550	1018.179
82	134	264	 191.864	 191.864	 192.034
83	319	157	 801.150	 801.150	 802.055
84	4	5	 239.210	 239.210	 239.583
85	276	154	1011.480	1011.480	1013.109
86	319	113	 451.460	 451.460	 452.358
87	316	282	1175.020	1175.020	1175.425
88	317	282	1175.020	1175.020	1175.425
89	195	12	 256.370	 256.370	 257.405
90	218	226	  81.560	  81.560	  82.031
91	215	47	1091.813	1091.813	1093.111
92	300	303	 286.940	 286.940	 286.940
93	92	164	 451.416	 451.416	 451.902
94	92	163	 341.796	 341.796	 342.153
95	305	192	 465.180	 465.180	 452.667
96	177	282	 807.630	 807.630	 808.144
97	162	218	 577.780	 577.780	 579.809
98	5	134	 264.544	 264.544	 264.761
99	260	301	1397.600	1397.600	1398.664
100	307	240	  77.870	  77.870	  78.113
101	118	276	 586.910	 586.910	 587.928
102	161	113	 195.600	 195.600	 195.674
103	113	276	 755.520	 755.520	 757.184
104	181	282	 814.700	 814.700	 763.180
105	8	4	 158.520	 158.520	 158.576
106	120	268	 490.720	 490.720	 490.788
107	282	91	 914.100	 914.100	 915.284
108	309	91	  61.660	  61.660	  62.350
109	26	20	 321.129	 321.129	 321.562
110	20	274	1038.180	1038.180	1022.841
111	319	266	 797.570	 797.570	 745.225
112	319	267	 808.357	 808.357	 756.067
113	318	168	 753.940	 753.940	 581.462
114	165	9	 902.530	 902.530	 903.919
115	166	9	 889.700	 889.700	 891.231
116	214	303	 852.680	 852.680	 853.186
117	161	280	 855.440	 855.440	 857.002
118	60	56	  48.560	  48.560	  48.711
119	47	292	 158.840	 158.840	 128.144
120	315	277	 951.290	 951.290	 831.460
121	268	270	 245.780	 245.780	 245.780
122	147	200	 131.390	 131.390	 131.976
123	214	161	 320.920	 320.920	 320.976
124	226	218	  81.570	  81.570	  82.047
125	319	2	 958.900	 958.900	 494.305
126	318	169	 694.940	 694.940	 521.826
127	214	301	1154.280	1154.280	1155.351
128	274	270	 152.310	 152.310	 152.373
129	136	127	 610.134	 610.134	 610.803
130	40	287	 605.700	 605.700	 607.133
131	311	218	 333.170	 333.170	 333.807
132	319	118	 440.990	 440.990	 311.059
133	319	161	 580.380	 580.380	 581.370
134	270	274	 152.250	 152.250	 152.313
135	282	20	1086.280	1086.280	1087.656
136	302	300	 216.650	 216.650	 216.806
137	319	165	 450.230	 450.230	 320.356
138	319	166	 436.670	 436.670	 306.749
139	218	136	 743.927	 743.927	 745.211
140	319	278	 615.240	 615.240	 562.639
141	214	300	1139.600	1139.600	1140.107
142	134	60	 615.890	 615.890	 616.631
143	142	163	 186.180	 186.180	 186.415
144	142	164	 123.980	 123.980	 123.980
145	268	226	 919.670	 919.670	 920.896
146	214	91	 623.740	 623.740	 624.113
147	317	277	1005.010	1005.010	1005.886
148	316	277	1005.010	1005.010	1005.886
149	309	214	 565.040	 565.040	 565.322
150	305	147	 338.210	 338.210	 325.159
151	218	217	 176.130	 176.130	 176.635
152	215	136	1024.490	1024.490	1025.880
153	246	294	 232.210	 232.210	 232.333
154	113	279	 598.660	 598.660	 599.920
155	318	279	 673.570	 673.570	 540.109
156	110	71	 514.910	 514.910	 515.575
157	111	71	 504.160	 504.160	 504.825
158	162	282	1143.720	1143.720	1145.011
159	319	97	 640.010	 640.010	 640.688
160	305	190	 457.640	 457.640	 445.084
161	303	20	1018.699	1018.699	1019.503
162	161	277	 871.920	 871.920	 873.658
163	250	147	  67.450	  67.450	  67.450
164	169	276	 546.710	 546.710	 409.251
165	226	105	  68.420	  68.420	  68.420
166	7	4	 167.800	 167.800	 168.008
167	315	168	 820.160	 820.160	 821.611
168	274	20	1037.980	1037.980	1039.376
169	157	155	 113.080	 113.080	 113.469
170	232	270	 202.460	 202.460	 202.844
171	279	274	 353.420	 353.420	 353.865
172	91	279	 739.770	 739.770	 741.333
173	199	200	 325.090	 325.090	 326.511
174	319	230	 552.550	 552.550	 552.875
175	157	154	 109.170	 109.170	 109.208
176	319	15	 609.700	 609.700	 480.794
177	268	120	 490.720	 490.720	 490.788
178	162	120	 610.480	 610.480	 611.876
179	147	298	  95.160	  95.160	  95.242
180	315	169	 761.160	 761.160	 761.975
181	305	226	 213.950	 213.950	 214.755
182	318	309	 842.120	 842.120	 843.290
183	161	138	 868.634	 868.634	 869.724
184	134	294	 526.330	 526.330	 335.258
185	136	253	 538.370	 538.370	 538.970
186	4	6	 117.340	 117.340	 117.396
187	113	155	 432.800	 432.800	 433.139
188	287	26	 585.989	 585.989	 586.426
189	318	274	 961.200	 961.200	 961.578
190	162	32	1599.820	1599.820	1603.261
191	216	303	 923.860	 923.860	 924.712
192	302	301	 177.020	 177.020	 177.214
193	215	103	 630.330	 630.330	 631.102
194	258	91	 705.800	 705.800	 706.345
195	161	139	 869.854	 869.854	 870.949
196	115	282	 918.230	 918.230	 919.261
197	319	181	 313.180	 313.180	 313.335
198	274	155	 833.720	 833.720	 834.866
199	113	154	 427.730	 427.730	 428.069
200	305	100	 311.500	 311.500	 311.751
201	316	168	 785.040	 785.040	 601.965
202	317	168	 785.040	 785.040	 601.965
203	319	134	 887.060	 887.060	 518.022
204	261	274	 366.090	 366.090	 366.476
205	247	294	 311.570	 311.570	 311.875
206	258	300	1200.320	1200.320	1201.121
207	319	99	 699.200	 699.200	 652.348
208	265	282	 232.290	 232.290	 232.968
209	216	161	 234.550	 234.550	 170.509
210	307	192	 380.200	 380.200	 380.915
211	274	154	 828.650	 828.650	 829.796
212	216	301	1225.460	1225.460	1226.876
213	232	229	  61.210	  61.210	  61.210
214	6	134	 348.164	 348.164	 348.745
215	200	292	 242.920	 242.920	 174.222
216	274	279	 353.480	 353.480	 353.919
217	215	234	1229.550	1229.550	1230.858
218	318	17	 875.440	 875.440	 702.391
219	315	279	 638.840	 638.840	 518.209
220	317	169	 726.040	 726.040	 542.329
221	316	169	 726.040	 726.040	 542.329
222	60	51	 135.490	 135.490	 135.588
223	91	21	1382.450	1382.450	1385.780
224	126	274	 504.850	 504.850	 499.980
225	319	280	 627.770	 627.770	 575.169
226	305	191	 458.530	 458.530	 446.047
227	311	214	 523.330	 523.330	 523.481
228	220	210	 524.140	 524.140	 524.560
229	319	96	 622.900	 622.900	 624.689
230	319	162	 694.090	 694.090	 695.197
231	181	272	 717.140	 717.140	 717.741
232	137	20	1118.620	1118.620	1118.886
233	213	303	 765.180	 765.180	 765.841
234	215	113	 382.470	 382.470	 382.565
235	305	294	 361.220	 361.220	 361.453
236	234	235	  95.600	  95.600	  95.521
237	306	240	 144.270	 144.270	 144.656
238	216	300	1210.780	1210.780	1211.632
239	169	270	 282.880	 282.880	 283.170
240	161	272	 968.910	 968.910	 970.118
241	319	95	 638.570	 638.570	 509.215
242	287	20	 382.330	 382.330	 382.458
243	216	91	 537.340	 537.340	 473.634
244	181	138	 719.690	 719.690	 668.482
245	220	225	  62.140	  62.140	  62.296
246	91	226	 157.700	 157.700	 157.829
247	311	195	 920.720	 920.720	 922.220
248	250	240	 224.870	 224.870	 225.082
249	282	270	 346.120	 346.120	 346.210
250	311	277	 874.750	 874.750	 876.761
251	213	161	 354.120	 354.120	 354.210
252	309	216	 478.660	 478.660	 479.047
253	134	253	 493.200	 493.200	 493.763
254	181	139	 724.460	 724.460	 673.579
255	254	91	 732.050	 732.050	 734.332
256	213	301	1066.780	1066.780	1068.005
257	270	282	 346.250	 346.250	 346.340
258	282	155	1054.561	1054.560	1055.877
259	108	71	 446.180	 446.180	 447.046
260	166	32	1133.990	1133.990	1136.616
261	165	32	1146.820	1146.820	1149.304
262	133	257	 428.400	 428.400	 429.055
263	315	309	 908.340	 908.340	 909.850
264	314	215	 420.450	 420.450	 420.773
265	264	257	 276.700	 276.700	 276.843
266	91	194	 927.320	 927.320	 928.773
267	282	154	1049.490	1049.490	1050.807
268	215	309	 437.220	 437.220	 437.540
269	253	218	 681.233	 681.233	 400.747
270	319	98	 649.880	 649.880	 651.669
271	181	26	1235.410	1235.410	1237.681
272	317	279	 700.480	 700.480	 556.907
273	316	279	 700.480	 700.480	 556.907
274	315	274	 938.580	 938.580	 818.252
275	134	292	 457.410	 457.410	 266.277
276	160	155	  86.590	  86.590	  86.718
277	158	155	 434.960	 434.960	 435.984
278	159	155	 110.250	 110.250	 110.250
279	56	60	  48.570	  48.570	  48.631
280	175	161	 639.610	 639.610	 639.797
281	226	220	  89.050	  89.050	  89.481
282	195	13	 172.190	 172.190	 172.891
283	213	300	1052.100	1052.100	1052.761
284	248	147	  58.080	  58.080	  58.109
285	155	91	 192.240	 192.240	 192.365
286	298	150	  28.470	  28.470	  28.514
287	309	118	 375.940	 375.940	 377.532
288	136	92	 449.516	 449.516	 449.873
289	213	91	 656.940	 656.940	 657.346
290	319	136	 863.670	 863.670	 811.903
291	305	189	 456.740	 456.740	 444.218
292	177	279	 572.220	 572.220	 573.142
293	160	154	  86.780	  86.780	  86.908
294	158	154	 429.890	 429.890	 430.914
295	159	154	 107.070	 107.070	 107.319
296	169	163	 363.206	 363.206	 363.331
297	169	164	 472.826	 472.826	 473.080
298	214	47	1219.633	1219.633	 793.266
299	91	155	 192.250	 192.250	 192.379
300	91	300	1708.940	1708.940	1710.009
301	249	147	  78.720	  78.720	  78.743
302	154	91	 187.170	 187.170	 187.295
303	309	213	 598.170	 598.170	 598.489
304	97	138	 645.806	 645.806	 626.576
305	27	20	 299.269	 299.269	 299.767
306	10	9	  87.580	  87.580	  87.580
307	261	2	 190.070	 190.070	 147.768
308	318	311	 811.770	 811.770	 812.435
309	113	91	 241.900	 241.900	 242.293
310	274	136	 164.060	 164.060	 164.389
311	184	155	1595.890	1595.890	1598.279
312	91	154	 187.180	 187.180	 187.309
313	319	40	  42.420	  42.420	  42.420
314	319	231	 529.040	 529.040	 306.125
315	181	279	 546.840	 546.840	 547.251
316	97	139	 644.480	 644.480	 625.078
317	318	157	 927.900	 927.900	 928.814
318	307	147	 287.800	 287.800	 288.541
319	85	233	 423.990	 423.990	 424.496
320	279	91	 739.560	 739.560	 741.125
321	83	234	 362.960	 362.960	 363.193
322	4	2	 169.310	 169.310	 169.512
323	315	17	 941.660	 941.660	 942.556
324	258	301	1215.000	1215.000	1216.366
325	184	154	1590.820	1590.820	1593.209
326	318	113	 571.730	 571.730	 572.041
327	319	314	 793.960	 793.960	 795.621
328	316	309	 873.220	 873.220	 874.381
329	317	309	 873.220	 873.220	 874.381
330	311	229	 598.230	 598.230	 599.467
331	116	282	 918.480	 918.480	 919.292
332	220	211	 591.180	 591.180	 591.721
333	91	196	 871.500	 871.500	 562.430
334	311	282	1010.230	1010.230	1011.970
335	175	311	 838.850	 838.850	 839.121
336	307	190	 372.660	 372.660	 373.178
337	5	2	  76.860	  76.860	  77.174
338	303	26	 771.200	 771.200	 771.931
339	161	85	1164.420	1164.420	1120.207
340	91	215	 495.830	 495.830	 496.238
341	317	274	 992.300	 992.300	 992.678
342	316	274	 992.300	 992.300	 992.678
343	215	311	 395.510	 395.510	 395.699
344	203	200	 210.830	 210.830	 211.435
345	162	30	1725.970	1725.970	1729.574
346	105	81	 587.010	 587.010	 587.659
347	117	282	 900.990	 900.990	 901.776
348	311	36	 704.050	 704.050	 370.933
349	319	115	 523.020	 523.020	 523.727
350	298	305	 296.330	 296.330	 296.727
351	300	235	 239.770	 239.770	 240.679
352	132	257	 426.780	 426.780	 427.486
353	109	71	 403.840	 403.840	 404.128
354	161	276	 951.120	 951.120	 952.858
355	311	91	 100.410	 100.410	 100.500
356	226	155	  40.200	  40.200	  40.450
357	215	238	1094.593	1094.593	1096.021
358	85	300	 488.440	 488.440	 488.867
